,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2402,WY,WALLACE DRAW,04324,4914920,04/22/05,,,,WY-P08-EA05-38,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2403,WY,NORTH WOOD CANYON,04318,4914919,02/25/05,,,,WY-P08-EA05-6,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2404,WY,BASIN RESERVOIR NO. 1,04375,4914921,08/16/07,,,,WY-P08-EA07-44,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2405,WY,MOORE CANYON,04366,4914924,08/16/07,,,,WY-P08-EA07-44,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2406,WY,YT RESERVOIR,04297,4914923,08/16/07,,,,WY-P08-EA07-44,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2407,WY,ASH DRAW,00750,4914342,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,HOLD,EA,,,,,,,,,,,,,
2408,WY,CROW CREEK I,04218,4914339,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2409,WY,KAISER DIVIDE,04226,4914341,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2410,WY,RONNING DRAW,04306,4914340,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2411,WY,THOMPSON CREEK I,04131,4914344,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2412,WY,LINDSEY CRK 14-SENW,04229,4914915,12/23/09,,,,WY-P08-EA10-6,LLWYP08000,ACTIVE,EA,,,,,,,,,,,,,
2413,WY,DALEY CREEK,16748,4914734,,,,,,LLWYP08000,APPROPRIATION ACT,,,,,,,,,,,,,,
2414,WY,EAST MULE CREEK,04237,4914932,10/29/04,,,,EA-WY-080-EA04-45,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2415,WY,GAFF CREEK,04090,4914926,11/17/03,,,,EA-WY-080-EA04-02,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2416,WY,HIGHWAY 270 S33,04191,4915021,11/17/09,,,,WY-P08-EA09-15,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2417,WY,HOLBEN CREEK,04372,4914929,3/29/00,,,,EA-WY-080-EA00-34,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2418,WY,HOUSTON CREEK,14017,4914944,3/4/03,,,,EA-WY-080-EA03-11,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2419,WY,HUTT ROAD,14019,4914950,3/4/03,,,,EA-WY-080-EA03-09,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2420,WY,JACOBY DRAW,04282,4914932,9/15/00,,,,EA-WY-080-EA00-79,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2421,WY,MULE CREEK,04145,4914932,2/26/01,,,,EA-WY-080-EA01-40,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2422,WY,NE BLAINE I,04116,4914925,6/7/05,,,,EA-WY-080-EA05-46,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2423,WY,OLD WOMAN CREEK II,04313,4914933,2/9/05,,,,EA-WY-080-EA05-33,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2424,WY,OLD WOMAN CREEK II,04313,4914934,2/9/05,,,,EA-WY-080-EA05-33,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2425,WY,PINE RIDGE III,14018,4914945,3/4/03,,,,EA-WY-080-EA03-11,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2426,WY,RIFLE PIT ROAD,04045,4914901,2/27/02,,,,EA-WY-080-EA02-43,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2427,WY,ROBBERS ROOST,14020,4914951,3/4/03,,,,EA-WY-080-EA03-09,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2428,WY,SKULL CREEK ROAD,04300,4914900,12/29/10,,,,WY-P80-EA11-07,LLWYP08000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2429,WY,189 MUDDY MEADOW IND,02187,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2430,WY,40 ROD COMMON,22002,4904378,06/25/98,,,,EA-WY100-EA98-098,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2431,WY,40 ROD COMMON,22002,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2432,WY,40 ROD COMMON,22002,4904376,09/01/04,,,,EA-WY100-EA04-118,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2433,WY,5 ACRE PASTURE IND,02162,4914835,05/12/11,,,,CX-WY-100-CX11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2434,WY,ADJ TO RANCH IND,02034,4915165,04/09/12,,,,CX#WY-100-12-112,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2435,WY,ALKALI DRAW,20001,4904422,09/23/04,,,,DNA-WY100-EA99-228,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2436,WY,ALKALI DRAW,20001,4904421,07/01/99,,,,EA-WY100-EA99-228,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2437,WY,ANTELOPE FLAT COM,22015,4904390,06/09/00,,,,EA-WY100-EA00-061,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2438,WY,ANTELOPE FLAT COM,22015,4914806,05/10/11,,,,CS-WY-100-CS11-147,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2439,WY,BALL HORSE CR IND,02133,4904439,02/08/05,,,,DNA-WY100-EA99-246,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2440,WY,BALL IND,02135,4904321,01/12/04,,,,EA-WY100-EA03-XXX,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2441,WY,BEAVER CR IND,02141,4904375,04/07/06,,,,EA-WY100-EA06-074,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2442,WY,BEAVER CR MEADOW IND,02142,4904375,04/07/06,,,,EA-WY100-EA06-074,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2443,WY,BEAVER TRACT IND,02198,4904416,01/25/00,,,,WY100-EA00-023,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2444,WY,BEAVER-HORSE CR.  -I,02152,4904431,06/28/00,,,,EA-WY100-EA00-139,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2445,WY,BEECHER IND,02065,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2446,WY,BENCH CORRAL COM LOW,02084,4904336,09/05/00,,,,EA-WY100-EA00-097,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2447,WY,BENCH CORRAL COM LOW,02084,4904386,08/02/00,,,,EA-WY100-EA99-117,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2448,WY,BENCH CORRAL COM UP,12028,4914826,05/12/11,,,,CX=WY-100-CS11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2449,WY,BENCH CORRAL COM UP,12028,4904393,03/21/05,,,,DNA-WY100-EA99-245,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2450,WY,BENCH CORRAL COM UP,12028,4904440,06/23/00,,,,EA-WY100-EA00-049,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2451,WY,BENCH CORRAL IND,02062,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2452,WY,BIG SANDY IND,02192,4904414,04/29/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-111,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2453,WY,BIRD INDIVIDUAL,12206,4904419,02/06/04,,,,EA-WY100-EA03-157,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2454,WY,BLUE RIM DESERT,12029,4904349,09/08/00,,,,DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2455,WY,BLUE RIM DESERT,12029,4914835,05/12/11,,,,CX-WY-100-CX11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2456,WY,BLUE RIM DESERT,12029,4904380,06/25/98,,,,EA-WY100-EA98-095,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2457,WY,BLUE RIM DESERT,12029,4914642,11/18/10,,,,CS WY-100-CX10-520,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2458,WY,BLUE RIM IND,02173,4904397,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2459,WY,BONDURANT INDIVIDUAL,12125,4904365,03/21/05,,,,EA-WY100-EA04-122,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2460,WY,BOULDER CREEK TRACTS,12021,4904312,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2461,WY,BOULDER LAKE COM,22020,4904324,07/05/00,,,,EA-WY100-EA00-194,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2462,WY,BOULDER LAKE COM,22020,4904313,04/12/00,,,,EA-WY100-EA00-062,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2463,WY,BOULDER LAKE COM,22020,4904312,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2464,WY,BOULDER LAKE COM,22020,4904403,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2465,WY,BOULDER S D W,12122,4904361,06/11/99,,,,EA-WY100-EA99-144,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2466,WY,BOULTER PASTURE,12117,4904306,06/25/98,2009,7/25/12,#6 Air quality,EA-WY100-EA98-097,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2467,WY,BOUSMAN COMMON,02024,4904446,04/12/00,,,,EA-WY100-EA00-062,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2468,WY,BOUSMAN COMMON,02024,4904313,04/12/00,,,,EA-WY100-EA00-062,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2469,WY,BRODIE DRAW IND,02171,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2470,WY,BURCH INDIVIDUAL,02050,4904367,04/25/01,,,,EA-WY100-EA01-103,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2471,WY,BUYER HORSE CR IND,02038,4900112,01/01/03,,,,UNKNOWN-XXXCX,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2472,WY,CAMP CR IND,02064,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2473,WY,CANYON DITCH IND,02158,4904376,09/01/04,,,,EA-WY100-EA04-118,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2474,WY,CB HOLDING PEN,01999,4904435,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2475,WY,CHAIN LAKES IND,02185,4912616,06/30/08,,,,WYO,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2476,WY,CHALK BUTTE COM,02168,4904403,02/01/05,2009,7/25/12,#6 Air quality,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2477,WY,CHALK BUTTE COM,02168,4904361,06/11/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-144,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2478,WY,CHALK BUTTE COM,02168,4904412,06/11/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-144,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2479,WY,CHAPEL IND,02041,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2480,WY,CIRCLE 9 IND,02047,4904324,07/05/00,2009,7/25/12,#6 Air quality,EA-WY100-EA00-194,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2481,WY,CLARK-BLOOM COM,02053,4900110,09/24/99,,,,EA-WY100-EA99-306,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2482,WY,CORA PEAK IND,02054,4904390,06/09/00,,,,EA-WY100-EA00-061,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2483,WY,CORA ROAD IND,12220,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2484,WY,CORA STOCK DRIVEWAY,12221,4904445,10/08/99,,,,EA-WY100-EA99-191,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2485,WY,CORA Y COM,02200,4904418,04/20/04,,,,EA-WY100-EA04-123,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2486,WY,COTTONWOOD COMMON,02097,4914808,05/11/11,,,,CX-WY-100-150,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2487,WY,COTTONWOOD GAP    -I,12217,4914746,03/10/11,,,,WY-100-CX11-126,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2488,WY,COTTONWOOD MEADOWS,02042,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2489,WY,COWLEY TRACT,02052,4904383,07/01/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-227,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2490,WY,CRANOR BUILDING PAST,02134,4904439,02/08/05,,,,DNA-WY100-EA99-246,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2491,WY,D BUDD DEER HILL IND,02032,4915165,04/09/12,,,,CX#WY-100-12-112,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2492,WY,DACK INDIVIDUAL,02057,4913059,03/05/09,,,,WY10009318,LLWYD01000,ACTIVE,,,,,,,,,,,,,,
2493,WY,DANIEL RIDGE IND,02000,4904301,06/28/00,,,,EA-WY100-EA00-168,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2494,WY,DANIEL Y        -I,02147,4904407,03/23/06,,,,EA-WY100-EA06-104,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2495,WY,DEAD INDIAN DOME IND,02036,4904318,04/22/99,,,,EA-WY100-EA99-132,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2496,WY,DEER HILLS COM,02150,4904349,09/08/00,,,,DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2497,WY,DEER HILLS COM,02150,4904430,10/07/02,,,,EA-WY100-EA02-105,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2498,WY,DEER HILLS IND,02035,4904318,04/22/99,,,,EA-WY100-EA99-132,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2499,WY,DESERT LAND ENTRY IN,12026,4904440,06/23/00,,,,EA-WY100-EA00-049,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2500,WY,DITCH IND,12203,4904423,09/07/06,,,,DNA-WY100-DNA06-005,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2501,WY,DRY PINEY IND,02100,4904347,01/12/04,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2502,WY,E CORA ROAD MEADOW,22012,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2503,WY,EAST ASPEN RIDGE IND,22006,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2504,WY,EAST CORA ROAD IND.,12011,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2505,WY,EAST FORK COM,12022,4904350,03/21/05,2009,7/25/12,#6 Air quality,EA-WY100-EA05-070,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2506,WY,EAST FORK COM,12022,4904314,09/13/01,2009,7/25/12,#6 Air quality,EA-WY100-EA01-111,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2507,WY,EAST FORK RIVER TR.,02082,4900182,01/01/00,,,,Unknown,LLWYD01000,ACTIVE,,,,,,,,,,,,,,
2508,WY,EAST OF D L E IND,02136,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2509,WY,EUBANK S LABARGE IND,02061,4904365,03/21/05,,,,EA-WY100-EA04-122,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2510,WY,FALL CR PASTURE,02046,4904323,12/13/10,,,,CX WY-100-CX11-127,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2511,WY,FALL CREEK,02188,4904323,12/13/10,,,,CX WY-100-CX11-127,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2512,WY,FAYETTE IND,22007,4904312,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2513,WY,FISH CR IND       DB,02033,4915165,04/09/12,,,,CX#WY-100-12-112,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2514,WY,FISH CREEK IND   FW,02076,4904503,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2515,WY,FISH HATCHERY IND,22014,4904311,09/30/02,,,,EA-WY100-EA02-276,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2516,WY,FONTENELLE MDW IND,22010,4904308,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2517,WY,FOX LABARGE,12202,4904419,02/06/04,,,,EA-WY100-EA03-157,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2518,WY,FOX LABARGE IND,02080,4904333,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2519,WY,FOX-YOSE COMMON,02081,4904333,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2520,WY,FOX-YOSE COMMON,02081,4904339,04/26/08,,,,EA-WY100-EA99-099,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2521,WY,FREMONT BUTTE COM,12009,4904438,05/10/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-134,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2522,WY,FREMONT BUTTE COM,12009,4904400,03/21/05,2009,7/25/12,#6 Air quality,DNA-WY100-EA99-134,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2523,WY,FREMONT BUTTE COM,12009,4904324,07/05/00,2009,7/25/12,#6 Air quality,EA-WY100-EA00-194,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2524,WY,FREMONT BUTTE COM,12009,4904446,04/12/00,2009,7/25/12,#6 Air quality,EA-WY100-EA00-062,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2525,WY,FREMONT BUTTE COM,12009,4904373,01/28/00,2009,7/25/12,#6 Air quality,DNA-WY100-EA99-134,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2526,WY,FREMONT BUTTE COM,12009,4912580,06/30/08,2009,7/25/12,#6 Air quality,EA-WY100-EA00-062,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2527,WY,FREMONT BUTTE IND,02181,4904314,09/13/01,2009,7/25/12,#6 Air quality,EA-WY100-EA01-111,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2528,WY,FREMONT LAKE IND,02044,4904323,12/13/10,,,,CX WY-100-CX11-127,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2529,WY,GILCHRIST D L E IND,02140,4904364,04/07/06,,,,DNA-WY100-EA01-109,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2530,WY,GILCHRIST D L E IND,02140,4914484,04/07/06,,,,WY100-DNA06-04,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2531,WY,GILLIGAN IND,02048,4904405,05/06/98,,,,EA-WY100-EA98-087,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2532,WY,GLASCOW IND,22004,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2533,WY,GREEN RIVER UNIT IND,02167,4914417,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2534,WY,GRINDSTONE SOAPHOLE,02143,4904431,06/28/00,,,,EA-WY100-EA00-139,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2535,WY,GUIO SECTIONS IND,02086,4904336,09/05/00,,,,EA-WY100-EA00-097,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2536,WY,HANSEN TRACT,02089,4904338,04/29/99,,,,EA-WY100-EA99-109,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2537,WY,HAY DRAW IND,02177,4912568,06/30/08,,,,WYO,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2538,WY,HAY GULCH,12126,4900110,09/24/99,,,,EA-WY100-EA99-306,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2539,WY,HEIFER PASTURE IND,22019,4904326,03/24/05,,,,DNA-WY100-EA99-234,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2540,WY,HICKS PINEDALE IND,02094,4914804,03/16/11,,,,WY-100-00-00,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2541,WY,HITTLE IND,02096,4914808,05/11/11,,,,CX-WY-100-150,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2542,WY,HOBACK RIM        -I,02151,4915128,03/13/12,,,,CX# WY-100-12-95,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2543,WY,HOME IND,02146,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2544,WY,HOMESTEAD IND,22003,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2545,WY,HORSE CR BLUFF IND,02189,4904409,06/15/05,,,,EA-WY100-EA05-059,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2546,WY,HORSE CR IND,02030,4900308,10/01/02,,,,EA-WY100-EA02-274,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2547,WY,HORSE CR ISOL. TRACT,12108,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2548,WY,HORSE CR PASTURE #1,02070,4914807,05/10/11,,,,CS WY-100-CX11-147,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2549,WY,HORSE CR PASTURE #2,02071,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2550,WY,HORSE CR ROAD IND,02199,4904417,07/09/99,,,,EA-WY100-EA99-096,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2551,WY,HORSE CREEK-RYEGRASS,02088,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2552,WY,HOT SPRING PASTURE I,02157,4904381,07/29/99,,,,EA-WY100-EA99-247,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2553,WY,INDIVIDUAL FENCED,12109,4904350,03/21/05,2009,7/25/12,#6 Air quality,EA-WY100-EA05-070,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2554,WY,IRISH CANYON TR IND,02180,4904399,07/09/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-100,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2555,WY,ISOLATED TRACTS IND,22018,4904326,03/24/05,,,,DNA-WY100-EA99-234,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2556,WY,J&K DANIEL RIDGE,12107,4904442,03/24/05,,,,EA-WY100-EA05-060,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2557,WY,JAMES RYEGRASS,12102,4904322,06/01/01,,,,EA-WY100-EA01-222,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2558,WY,JEWETT RYE GRASS IND,02118,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2559,WY,JOHNSON HUHTAH IND,02067,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2560,WY,JOHNSON PL MEADOWS,02078,4904503,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2561,WY,JOHNSON RIDGE IND,02196,4904382,01/21/00,,,,EA-WY100-EA99-086,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2562,WY,JORY IND,02099,4904347,01/12/04,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2563,WY,KISMIT IND,00736,4914617,06/28/00,,,,WY100-EA00-162,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2564,WY,LABARGE CR RANCH IND,02075,4904503,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2565,WY,LABARGE IND,02091,4904346,05/16/05,,,,DNA-WY100-EA99-267,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2566,WY,LABARGE UNIT IND,02194,4904416,01/25/00,,,,WY100-EA00-023,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2567,WY,LANDER CUTTOFF,32224,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2568,WY,LAUZER MARSH CR IND,02055,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2569,WY,LONG PASTURE,12104,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2570,WY,LOWER HORSE CREEK -I,02144,4900101,08/29/00,,,,EA-,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
